customer_id,age group,cltv,customer_status,churn_category,churn_reason,monthly_ charges,total_revenue
1035-IPQPU,Over 65,5187,Stayed,Not Applicable,N/A,103.5,7622.22
6061-PQHMK,36-50,3048,Stayed,Not Applicable,N/A,19.9,561.5
1036-GUDCL,51-65,5275,Stayed,Not Applicable,N/A,79.05,7049
6064-PUPMC,51-65,4021,Stayed,Not Applicable,N/A,57.2,2294.13
1038-RQOST,36-50,2276,Stayed,Not Applicable,N/A,20.6,504.25
6252-DFGTK,51-65,2873,Stayed,Not Applicable,N/A,68.1,3602.57
1038-ZAGBI,51-65,2653,Churned,Attitude,Attitude of support person,19.8,681.4
6261-RCVNS,20-35,2774,Churned,Price,Price too high,73.9,3402.05
1041-RXHRA,20-35,3407,Churned,Attitude,Attitude of support person,70.25,4540.03
6265-SXWBU,20-35,5561,Stayed,Not Applicable,N/A,95.75,9440.3
1042-HFUCW,36-50,5136,Stayed,Not Applicable,N/A,54.75,2248.09
6416-JNVRK,36-50,2867,Stayed,Not Applicable,N/A,55.65,2782.23
1043-UXOVO,20-35,4955,Stayed,Not Applicable,N/A,113.15,10009.7
6440-DKQGE,51-65,4320,Stayed,Not Applicable,N/A,64.5,2766.35
1043-YCUTE,Under 20,6484,Churned,Dissatisfaction,Service dissatisfaction,25.15,2066.35
6479-OAUSD,36-50,2130,Stayed,Not Applicable,N/A,19.9,690.05
1045-LTCYT,51-65,2158,Stayed,Not Applicable,N/A,21.05,484.15
6480-YAGIY,51-65,3091,Stayed,Not Applicable,N/A,112.2,6324.25
1047-NNCBF,51-65,5790,Stayed,Not Applicable,N/A,70.55,1551.95
6510-UPNKS,20-35,4402,Stayed,Not Applicable,N/A,24.8,1622.06
1047-RNXZV,51-65,4871,Stayed,Not Applicable,N/A,19.55,997.72
6598-RFFVI,51-65,2279,Churned,Price,Long distance charges,19.3,59.88
6617-WLBQC,51-65,5939,Stayed,Not Applicable,N/A,81.85,1941.95
1051-EQPZR,20-35,5584,Stayed,Not Applicable,N/A,19.6,963.73
6647-ZEDXT,Under 20,4983,Stayed,Not Applicable,N/A,110.45,3721.85
1051-GEJLJ,Under 20,4836,Joined,Not Applicable,N/A,19.5,81.89
6685-GBWJZ,51-65,5114,Stayed,Not Applicable,N/A,70.8,7409.17
1052-QJIBV,20-35,6015,Stayed,Not Applicable,N/A,19.9,2852.09
6693-DJWTY,36-50,5964,Stayed,Not Applicable,N/A,55.6,2456.05
1053-MXTTK,51-65,5730,Stayed,Not Applicable,N/A,108.65,8767.47
6732-FZUGP,20-35,4510,Stayed,Not Applicable,N/A,94.9,6507
1057-FOGLZ,36-50,4333,Stayed,Not Applicable,N/A,19.65,719.3
6797-UCJHZ,Over 65,5722,Stayed,Not Applicable,N/A,104.6,8503.11
1060-ENTOF,Over 65,5703,Stayed,Not Applicable,N/A,105.4,7214.49
6823-SIDFQ,51-65,5327,Stayed,Not Applicable,N/A,18.25,1665.62
1061-PNTHC,36-50,5012,Stayed,Not Applicable,N/A,109.6,6733.64
6992-TKNYO,20-35,4487,Stayed,Not Applicable,N/A,69,3889.63
1062-LHZOD,36-50,2100,Churned,Competitor,Competitor made better offer,69.9,74.89
7049-GKVZY,36-50,5574,Stayed,Not Applicable,N/A,79.85,1603.08
1063-DHQJF,51-65,5817,Stayed,Not Applicable,N/A,92.15,7882.98
7103-ZGVNT,51-65,4268,Stayed,Not Applicable,N/A,73.7,5426.81
7228-PAQPD,Under 20,5718,Stayed,Not Applicable,N/A,59.1,1248.99
1066-JKSGK,20-35,4832,Churned,Competitor,Competitor made better offer,20.15,53.73
7244-KXYZN,20-35,4690,Stayed,Not Applicable,N/A,20.45,670.87
7305-ZWMAJ,36-50,2492,Stayed,Not Applicable,N/A,20.7,1273.8
1069-XAIEM,Over 65,2975,Churned,Competitor,Competitor had better devices,85.05,101.42
7328-OWMOM,51-65,3086,Stayed,Not Applicable,N/A,20.1,1634.26
1073-XXCZD,51-65,6228,Stayed,Not Applicable,N/A,25.7,2115.2
7632-MNYOY,Over 65,4389,Churned,Attitude,Attitude of service provider,110.9,8085.45
1074-AMIOH,36-50,5989,Stayed,Not Applicable,N/A,108.25,8234.77
7677-SJJJK,20-35,3152,Stayed,Not Applicable,N/A,19.9,541.07
1074-WVEVG,20-35,5757,Stayed,Not Applicable,N/A,20.35,3121.37
7696-AMHOD,20-35,4200,Stayed,Not Applicable,N/A,78,4268.63
1075-BGWOH,Over 65,3392,Churned,Attitude,Attitude of support person,98.75,1830.11
7801-CEDNV,20-35,3560,Stayed,Not Applicable,N/A,48.7,1665.02
1077-HUUJM,36-50,4668,Stayed,Not Applicable,N/A,71.05,682.15
8075-GXIUB,Over 65,5601,Stayed,Not Applicable,N/A,19.85,388.26
8091-TTVAX,36-50,6432,Stayed,Not Applicable,N/A,100.35,6011.12
1080-BWSYE,Over 65,6469,Stayed,Not Applicable,N/A,25.65,3624.32
8097-OMULG,51-65,5918,Stayed,Not Applicable,N/A,76.75,5482.36
1084-MNSMJ,51-65,6261,Stayed,Not Applicable,N/A,85.5,6152.38
8184-WMOFI,36-50,5327,Stayed,Not Applicable,N/A,71.4,5358.4
1084-UQCHV,20-35,2901,Churned,Attitude,Attitude of support person,69.75,97.72
8277-RVRSV,20-35,4501,Stayed,Not Applicable,N/A,24.15,856.73
1085-LDWAM,20-35,5188,Stayed,Not Applicable,N/A,20.35,3062.08
8327-WKMIE,36-50,4422,Stayed,Not Applicable,N/A,20.15,2057.44
1086-LXKFY,36-50,4779,Churned,Other,Don't know,69.1,85.65
8348-JLBUG,Over 65,4270,Stayed,Not Applicable,N/A,80.3,5969.38
1087-GRUYI,51-65,3756,Stayed,Not Applicable,N/A,20.4,1008.36
8430-TWCBX,51-65,4074,Stayed,Not Applicable,N/A,20.7,2461.87
1087-UDSIH,36-50,5000,Churned,Attitude,Attitude of support person,19.6,99.59
8512-WIWYV,20-35,2433,Stayed,Not Applicable,N/A,20.35,1884.46
1088-AUUZZ,20-35,5314,Stayed,Not Applicable,N/A,75.85,6365.68
8707-RMEZH,Over 65,4148,Stayed,Not Applicable,N/A,87.3,8439.5
8932-CZHRQ,36-50,5395,Stayed,Not Applicable,N/A,76.75,6612.97
1089-HDMKP,Over 65,4143,Stayed,Not Applicable,N/A,54.55,731.71
8985-OOPOS,51-65,2900,Joined,Not Applicable,N/A,74.1,110.15
1089-XZWHH,36-50,3594,Stayed,Not Applicable,N/A,19.7,1605.25
9067-YGSCA,20-35,4467,Stayed,Not Applicable,N/A,26.05,4049.5
1090-ESELR,36-50,5534,Stayed,Not Applicable,N/A,105.5,9573.55
9253-VIFJQ,36-50,5224,Stayed,Not Applicable,N/A,67.05,6876.4
1090-PYKCI,Under 20,4686,Stayed,Not Applicable,N/A,105.1,8933.18
9347-AERRL,51-65,2111,Stayed,Not Applicable,N/A,19.3,1317.42
1091-SOZGA,20-35,4606,Stayed,Not Applicable,N/A,99.8,7888.17
9391-DXGGG,Over 65,4368,Stayed,Not Applicable,N/A,89.15,5547.91
1092-GANHU,51-65,3182,Churned,Competitor,Competitor offered more data,76.65,1833.92
9442-JTWDL,51-65,5355,Stayed,Not Applicable,N/A,20.05,533.05
1092-WPIVQ,20-35,3675,Stayed,Not Applicable,N/A,25.1,1125.96
9451-WLYRI,36-50,6160,Stayed,Not Applicable,N/A,19.05,3441.17
1093-YSWCA,36-50,5433,Stayed,Not Applicable,N/A,19.55,385.15
9503-XJUME,20-35,4279,Stayed,Not Applicable,N/A,19.65,2106.2
9602-WCXPI,20-35,5249,Stayed,Not Applicable,N/A,20.15,2075.05
1095-JUDTC,Over 65,5214,Churned,Competitor,Competitor offered higher download speeds,95.05,5172.89
9620-QJREV,51-65,3313,Stayed,Not Applicable,N/A,20.55,2998.8
1095-WGNGG,20-35,6311,Stayed,Not Applicable,N/A,101.05,7038.14
9640-ZSLDC,20-35,4854,Stayed,Not Applicable,N/A,60.6,4992.47
1096-ADRUX,20-35,4395,Stayed,Not Applicable,N/A,74.25,7356.69
9732-OUYRN,51-65,4066,Stayed,Not Applicable,N/A,19,1562.07
1097-FSPVW,36-50,5387,Stayed,Not Applicable,N/A,54.55,3805.77
9762-YAQAA,51-65,4104,Stayed,Not Applicable,N/A,81.4,4654.02
1098-KFQEC,20-35,5366,Stayed,Not Applicable,N/A,19.4,2609.25
1098-TDVUQ,20-35,4745,Joined,Not Applicable,N/A,19.25,28.69
1099-BTKWT,51-65,4897,Stayed,Not Applicable,N/A,54.4,3698.03
1099-GODLO,51-65,4836,Joined,Not Applicable,N/A,20.35,50.44
1101-SSWAG,51-65,4858,Stayed,Not Applicable,N/A,51.1,1178.1
1104-FEJAM,51-65,2434,Stayed,Not Applicable,N/A,64.4,2062.83
1104-TNLZA,Over 65,4174,Stayed,Not Applicable,N/A,105.8,3679.8
1106-HRLKZ,20-35,2630,Stayed,Not Applicable,N/A,19.6,1727.35
1110-KYLGQ,36-50,5331,Stayed,Not Applicable,N/A,108.25,7105.81
1112-CUNAO,Over 65,2668,Churned,Dissatisfaction,Service dissatisfaction,89.85,1489.15
1113-IUJYX,51-65,5887,Churned,Competitor,Competitor offered higher download speeds,105.95,1427.72
1114-CENIM,36-50,5282,Churned,Other,Don't know,55,3454.45
1116-DXXDF,36-50,2698,Stayed,Not Applicable,N/A,100.45,5281.36
1131-ALZWV,51-65,4147,Stayed,Not Applicable,N/A,24.6,1629.09
1116-FRYVH,20-35,5701,Stayed,Not Applicable,N/A,39.4,2108.65
1137-DGOWI,51-65,5417,Stayed,Not Applicable,N/A,70.25,2718.8
1120-BMWUB,36-50,5091,Churned,Other,Don't know,53.9,983.91
1150-FTQGN,20-35,6399,Stayed,Not Applicable,N/A,94.15,8694.2
1121-QSIVB,36-50,5044,Stayed,Not Applicable,N/A,77.55,3694.18
1177-XZBJL,20-35,5570,Stayed,Not Applicable,N/A,64.15,5482.76
1122-JWTJW,51-65,3463,Churned,Competitor,Competitor had better devices,70.65,108.33
1183-CANVH,51-65,3835,Stayed,Not Applicable,N/A,60,1379.12
1122-YJBCS,36-50,6092,Stayed,Not Applicable,N/A,53.65,4782.82
1269-FOYWN,20-35,3743,Stayed,Not Applicable,N/A,20,2482.69
1125-SNVCK,Over 65,5651,Stayed,Not Applicable,N/A,43.8,3832.45
1371-OJCEK,20-35,4200,Stayed,Not Applicable,N/A,24.35,1789.86
1492-KGETH,20-35,4422,Stayed,Not Applicable,N/A,78.35,7958.95
1131-QQZEB,Over 65,4329,Stayed,Not Applicable,N/A,23.95,3937.32
1680-VDCWW,36-50,5279,Stayed,Not Applicable,N/A,19.8,334.73
1131-SUEKT,36-50,4000,Stayed,Not Applicable,N/A,98.45,8680.97
1686-STUHN,51-65,3575,Stayed,Not Applicable,N/A,19.8,2476.98
1133-KXCGE,36-50,2910,Stayed,Not Applicable,N/A,20.1,745.45
1757-TCATG,20-35,3942,Stayed,Not Applicable,N/A,20.05,2182.45
1134-YWTYF,20-35,2563,Stayed,Not Applicable,N/A,53.8,2509.81
1763-KUAAW,Over 65,4713,Stayed,Not Applicable,N/A,20.35,1045.14
1135-HIORI,36-50,5129,Stayed,Not Applicable,N/A,111.45,9786.63
1813-JLKWR,36-50,5384,Stayed,Not Applicable,N/A,19.8,2824.65
1135-LMECX,36-50,4905,Joined,Not Applicable,N/A,19.85,36.32
2039-JONDJ,36-50,3616,Stayed,Not Applicable,N/A,55.45,2025.48
1136-XGEQU,51-65,4625,Stayed,Not Applicable,N/A,84.15,6488.9
2055-SIFSS,Over 65,4763,Stayed,Not Applicable,N/A,51.65,4462.7
2150-OEGBV,20-35,3428,Stayed,Not Applicable,N/A,20.1,1464.4
1139-WUOAH,20-35,5461,Stayed,Not Applicable,N/A,53.35,3190.05
2150-WLKUW,20-35,2654,Stayed,Not Applicable,N/A,63.9,4319
1140-UKVZG,51-65,5208,Stayed,Not Applicable,N/A,24.8,605.47
2242-MFOTG,20-35,3957,Stayed,Not Applicable,N/A,80.1,3451.73
2277-AXSDC,36-50,4691,Stayed,Not Applicable,N/A,19.75,2025.75
2371-KFUOG,51-65,6409,Stayed,Not Applicable,N/A,99.15,7615.81
1143-NMNQJ,36-50,2187,Churned,Attitude,Attitude of service provider,85.7,197.94
2450-ZKEED,20-35,5899,Stayed,Not Applicable,N/A,53.8,733.17
2466-FCCPT,36-50,4910,Stayed,Not Applicable,N/A,19.7,541.8
1150-WFARN,51-65,5516,Churned,Competitor,Competitor had better devices,108.75,9310.25
2511-MORQY,36-50,4322,Stayed,Not Applicable,N/A,54.9,3130.6
2522-WLNSF,Over 65,2225,Stayed,Not Applicable,N/A,64.2,2525.52
1154-HYWWO,51-65,4993,Stayed,Not Applicable,N/A,70.6,4313.32
2580-ATZSQ,51-65,6354,Stayed,Not Applicable,N/A,61.35,5125.35
1156-ZFYDO,51-65,3666,Joined,Not Applicable,N/A,19.75,57.37
2589-AYCRP,51-65,4934,Stayed,Not Applicable,N/A,19.75,2886.55
1157-BQCUW,51-65,2591,Churned,Competitor,Competitor had better devices,74.95,105.02
2748-MYRVK,20-35,4776,Churned,Price,Long distance charges,99.9,6664.94
1159-WFSGR,51-65,3990,Stayed,Not Applicable,N/A,20.4,1050.04
3026-ATZYV,20-35,4131,Stayed,Not Applicable,N/A,75.1,2700.24
1162-ECVII,Over 65,4265,Stayed,Not Applicable,N/A,109.75,9421.78
3079-BCHLN,20-35,5394,Stayed,Not Applicable,N/A,19.9,2973.35
1163-ONYEY,51-65,2748,Stayed,Not Applicable,N/A,74.55,4194.1
3146-JTQHR,20-35,3778,Stayed,Not Applicable,N/A,19.6,582.95
1163-VIPRI,20-35,6087,Stayed,Not Applicable,N/A,109.3,8198.8
3214-IYUUQ,Under 20,4300,Stayed,Not Applicable,N/A,93.7,6483.51
1166-PQLGG,51-65,4424,Stayed,Not Applicable,N/A,19.55,2711.21
3251-YMVWZ,20-35,4865,Stayed,Not Applicable,N/A,24.05,3388.51
1167-OYZJF,51-65,4934,Stayed,Not Applicable,N/A,20.05,4565.37
3354-OADJP,36-50,2237,Stayed,Not Applicable,N/A,54.25,789.99
1169-SAOCL,36-50,5154,Stayed,Not Applicable,N/A,106.65,6401.58
3372-CDXFJ,20-35,5077,Stayed,Not Applicable,N/A,24.5,976.7
1169-WCVAK,36-50,4600,Stayed,Not Applicable,N/A,88.8,2319.3
3413-BMNZE,Over 65,3144,Joined,Not Applicable,N/A,45.25,57.14
1170-SASML,20-35,5976,Stayed,Not Applicable,N/A,85.4,8249.21
3506-OVLKD,36-50,4419,Stayed,Not Applicable,N/A,26.2,2674.45
1171-TYKUR,20-35,3159,Stayed,Not Applicable,N/A,25.4,1612.49
3572-UUHRS,36-50,2653,Stayed,Not Applicable,N/A,18.85,2693.85
1172-VIYBP,51-65,4975,Stayed,Not Applicable,N/A,69.7,5166.34
3585-YNADK,20-35,4546,Stayed,Not Applicable,N/A,74.6,4746.86
1173-NOEYG,20-35,5750,Stayed,Not Applicable,N/A,90.15,2929.38
3858-XHYJO,20-35,4078,Stayed,Not Applicable,N/A,105.75,5116.55
1173-XZPYF,51-65,3734,Stayed,Not Applicable,N/A,89.2,1110.75
3926-YZVVX,51-65,2157,Stayed,Not Applicable,N/A,50.05,2538.27
1174-FGIFN,36-50,5823,Stayed,Not Applicable,N/A,90.45,3245.09
3957-HHLMR,36-50,6316,Stayed,Not Applicable,N/A,65.2,6623.55
4342-HFXWS,Under 20,3442,Stayed,Not Applicable,N/A,69.7,5167.33
4355-CVPVS,36-50,4170,Stayed,Not Applicable,N/A,88.9,5694.32
1179-INLAT,20-35,2787,Joined,Not Applicable,N/A,19.45,77.59
4455-BFSPD,20-35,5177,Stayed,Not Applicable,N/A,101.15,8587.83
4616-EWBNJ,20-35,4545,Stayed,Not Applicable,N/A,20.1,1074.6
1184-PJVDB,36-50,5640,Churned,Competitor,Competitor had better devices,79.95,970.2
4636-TVXVG,20-35,4803,Stayed,Not Applicable,N/A,19.95,4218.32
1187-WILMM,36-50,5004,Stayed,Not Applicable,N/A,89.4,8404.3
4654-DLAMQ,Over 65,4053,Stayed,Not Applicable,N/A,97,6671.54
1193-RTSLK,20-35,2157,Churned,Competitor,Competitor offered higher download speeds,83.9,4608.44
4685-TFLLS,36-50,4808,Stayed,Not Applicable,N/A,19.8,1155.54
4785-NKHCX,51-65,2154,Stayed,Not Applicable,N/A,20.05,244.85
1194-HVAIF,20-35,4235,Stayed,Not Applicable,N/A,95,2959.89
4980-URKXC,20-35,5744,Stayed,Not Applicable,N/A,20.85,1174.01
1194-SPVSP,20-35,3625,Joined,Not Applicable,N/A,19.65,47.53
5020-ZSTTY,Over 65,4149,Churned,Competitor,Competitor made better offer,82.45,5002.42
1195-OIYEJ,51-65,5347,Churned,Attitude,Attitude of support person,91.1,1286.29
5032-USPKF,51-65,2604,Stayed,Not Applicable,N/A,84.1,4141.83
1196-AMORA,51-65,2679,Churned,Competitor,Competitor offered more data,73.6,786.49
5049-MUBWG,20-35,4705,Stayed,Not Applicable,N/A,75,3198.21
1197-BVMVG,51-65,4093,Stayed,Not Applicable,N/A,74.45,311.61
5120-ZBLAI,36-50,6144,Stayed,Not Applicable,N/A,75.7,4349.7
1200-TUZHR,Over 65,2565,Stayed,Not Applicable,N/A,85.2,1052.79
5127-BZENZ,51-65,4775,Stayed,Not Applicable,N/A,65.2,5736.47
1202-KKGFU,20-35,4474,Stayed,Not Applicable,N/A,54.2,978.38
5149-CUZUJ,20-35,2037,Stayed,Not Applicable,N/A,92.9,3533.87
1205-WNWPJ,51-65,4661,Churned,Other,Moved,59.5,431.63
5150-LJNSR,20-35,4524,Stayed,Not Applicable,N/A,98.05,4213.29
1206-EHBDD,51-65,6203,Stayed,Not Applicable,N/A,80.3,4751.09
5177-RVZNU,20-35,4186,Stayed,Not Applicable,N/A,20.3,1133.91
1207-BLKSA,36-50,4922,Stayed,Not Applicable,N/A,23.05,2254.02
5201-CBWYG,51-65,5105,Stayed,Not Applicable,N/A,24.8,2498.01
1208-DNHLN,51-65,4580,Churned,Other,Don't know,48.35,1200.55
5294-IMHHT,36-50,4488,Stayed,Not Applicable,N/A,97.75,6789.02
1208-NBVFH,51-65,3235,Stayed,Not Applicable,N/A,49.6,1203.4
5593-SUAOO,51-65,2404,Stayed,Not Applicable,N/A,83.15,3027.85
5756-OZRIO,Over 65,4001,Stayed,Not Applicable,N/A,64.05,5991.24
1212-GLHMD,51-65,2500,Joined,Not Applicable,N/A,86.05,299.63
5795-BKOYE,36-50,5846,Stayed,Not Applicable,N/A,59.1,5133.82
1213-NGCUN,36-50,4248,Churned,Dissatisfaction,Lack of self-service on Website,49.65,560.69
5811-IWXYM,20-35,5954,Stayed,Not Applicable,N/A,101.25,7630.18
1215-EXRMO,20-35,4745,Stayed,Not Applicable,N/A,20.55,3413.15
5857-XRECV,36-50,4486,Joined,Not Applicable,N/A,20.5,100.27
1215-FIGMP,20-35,6292,Stayed,Not Applicable,N/A,89.9,8023.5
5918-VUKWP,51-65,5358,Stayed,Not Applicable,N/A,20.55,1805.59
1215-VFYVK,Under 20,2682,Stayed,Not Applicable,N/A,48.25,212.25
5986-WWXDV,36-50,2607,Stayed,Not Applicable,N/A,19.35,2674.99
1216-BGTSP,20-35,5093,Stayed,Not Applicable,N/A,108.45,5233.35
6072-NUQCB,36-50,3339,Stayed,Not Applicable,N/A,20.25,1317.65
1216-JWVUX,51-65,5985,Stayed,Not Applicable,N/A,75.5,2012.55
6121-TNHBO,Over 65,5428,Stayed,Not Applicable,N/A,83,6227.11
1217-VASWC,Over 65,4499,Stayed,Not Applicable,N/A,100.55,5898.87
6198-PNNSZ,51-65,5648,Stayed,Not Applicable,N/A,109.8,8224.21
1218-VKFPE,36-50,3535,Churned,Competitor,Competitor made better offer,19,467.31
6227-FBDXH,36-50,4237,Stayed,Not Applicable,N/A,99.5,7104.34
1219-NNDDO,51-65,4834,Stayed,Not Applicable,N/A,76.85,1045.24
6388-TABGU,36-50,4529,Stayed,Not Applicable,N/A,56.15,3981.47
1221-GHZEP,36-50,5172,Stayed,Not Applicable,N/A,65.1,5283.91
6500-JVEGC,51-65,4941,Stayed,Not Applicable,N/A,101.35,7873.71
1222-KJNZD,51-65,5918,Stayed,Not Applicable,N/A,20.4,820.9
6532-YLWSI,20-35,4166,Churned,Price,Price too high,20.8,3027.85
1222-LRYKO,20-35,2189,Stayed,Not Applicable,N/A,26.35,413.73
6729-GDNGC,Over 65,3111,Stayed,Not Applicable,N/A,80.7,2044
1223-UNPKS,51-65,4328,Stayed,Not Applicable,N/A,20.05,477.4
6736-DHUQI,51-65,6072,Stayed,Not Applicable,N/A,84.8,5830.79
1226-IENZN,Over 65,4351,Stayed,Not Applicable,N/A,78.75,1850.57
6754-WKSHP,51-65,5915,Stayed,Not Applicable,N/A,25.35,851.4
6814-ZPWFQ,Over 65,5896,Stayed,Not Applicable,N/A,25,1419.31
1226-UDFZR,20-35,3599,Churned,Dissatisfaction,Network reliability,49.6,157.26
6849-OYAMU,51-65,2608,Churned,Competitor,Competitor offered more data,100,2723.7
1227-UDMZR,51-65,4311,Stayed,Not Applicable,N/A,91.15,6850.3
6872-HXFNF,20-35,5331,Stayed,Not Applicable,N/A,58.35,6334.37
1228-FZFRV,36-50,5536,Churned,Price,Extra data charges,105.95,6385.8
7009-PCARS,51-65,4391,Stayed,Not Applicable,N/A,19.1,3162.45
1228-ZLNBX,20-35,2847,Stayed,Not Applicable,N/A,75.3,1639.16
7016-NVRIC,Over 65,3553,Stayed,Not Applicable,N/A,90.1,3585.57
1229-RCALF,36-50,5189,Stayed,Not Applicable,N/A,115,10368.31
7032-LMBHI,36-50,5255,Stayed,Not Applicable,N/A,64.65,3723.51
1230-QAJDW,20-35,2562,Joined,Not Applicable,N/A,65.25,337.94
7061-OVMIM,51-65,5203,Stayed,Not Applicable,N/A,19.55,1242.7
1231-YNDEK,36-50,6339,Stayed,Not Applicable,N/A,19.15,2706.78
7123-WQUHX,20-35,4741,Stayed,Not Applicable,N/A,95,3755.7
1236-WFCDV,Over 65,4777,Churned,Competitor,Competitor offered more data,90.45,1424.44
7137-NAXML,51-65,4402,Stayed,Not Applicable,N/A,20.15,1012.11
1237-WIYYZ,36-50,2386,Stayed,Not Applicable,N/A,19.55,581.31
7184-LRUUR,20-35,5146,Stayed,Not Applicable,N/A,65.25,1480.08
1240-HCBOH,36-50,6466,Stayed,Not Applicable,N/A,26.1,4660.65
7216-KAOID,20-35,2446,Stayed,Not Applicable,N/A,19.5,2418.93
1240-KNSEZ,51-65,4933,Churned,Price,Long distance charges,20.1,60.93
7247-XOZPB,51-65,5313,Stayed,Not Applicable,N/A,77.4,6676.1
1241-EZFMJ,36-50,6015,Stayed,Not Applicable,N/A,25.45,2241.93
7269-JISCY,36-50,4055,Stayed,Not Applicable,N/A,45.05,4310.6
1241-FPMOF,20-35,5157,Stayed,Not Applicable,N/A,19.65,2168.01
7279-NMVJC,36-50,2093,Stayed,Not Applicable,N/A,19.9,758.69
1245-HARPS,36-50,4556,Stayed,Not Applicable,N/A,20.4,496.94
7452-FOLON,36-50,5986,Stayed,Not Applicable,N/A,25.45,2774.68
1247-QBVSH,36-50,5284,Stayed,Not Applicable,N/A,50.2,2798.92
7471-WNSUF,20-35,4501,Stayed,Not Applicable,N/A,24.15,2491.1
1248-DYXUB,36-50,5320,Stayed,Not Applicable,N/A,24.8,3326.26
7619-PLRLP,36-50,5136,Stayed,Not Applicable,N/A,74.1,5802.37
1251-KRREG,20-35,2556,Churned,Price,Price too high,54.4,202.72
7706-YLMQA,20-35,6072,Stayed,Not Applicable,N/A,19.7,2041.5
1251-STYSZ,Over 65,3828,Stayed,Not Applicable,N/A,80.25,368.7
7711-YIJWC,20-35,4413,Stayed,Not Applicable,N/A,84.9,6040.42
1254-IZEYF,Over 65,5362,Churned,Competitor,Competitor made better offer,99.95,4406.81
7817-OMJNA,20-35,5068,Stayed,Not Applicable,N/A,20.4,785.58
1257-SXUXQ,20-35,4573,Stayed,Not Applicable,N/A,19.45,126.25
7872-BAAZR,36-50,4670,Stayed,Not Applicable,N/A,19.55,2614.33
1258-YMZNM,Over 65,4997,Stayed,Not Applicable,N/A,110.5,3823.12
7951-VRDVK,20-35,4898,Stayed,Not Applicable,N/A,85.85,3503.95
1260-TTRXI,51-65,5834,Churned,Price,Long distance charges,54.3,435.9
8042-RNLKO,36-50,4163,Stayed,Not Applicable,N/A,25.45,3825.67
8133-ANHHJ,Over 65,5023,Stayed,Not Applicable,N/A,103,6953.23
1262-OPMFY,36-50,5105,Churned,Competitor,Competitor made better offer,75.75,941.65
8189-DUKMV,51-65,3233,Stayed,Not Applicable,N/A,20.5,257.97
1264-BYWMS,36-50,4089,Churned,Competitor,Competitor offered more data,96.8,7889.85
8226-BXGES,20-35,5519,Stayed,Not Applicable,N/A,89.45,6575.85
8241-JUIQO,20-35,4559,Stayed,Not Applicable,N/A,19.45,2916.86
1265-BCFEO,20-35,4518,Stayed,Not Applicable,N/A,80.45,7549.43
8395-ETZKQ,Over 65,5443,Stayed,Not Applicable,N/A,19.5,3583.07
8417-GSODA,36-50,5116,Stayed,Not Applicable,N/A,92.2,2937.47
1265-XTECC,Over 65,5957,Churned,Attitude,Attitude of service provider,96.55,6716.54
8469-SNFFH,36-50,5991,Stayed,Not Applicable,N/A,79.4,8571.1
1265-ZFOSD,20-35,5254,Stayed,Not Applicable,N/A,81.3,6170
8496-DMZUK,51-65,3171,Stayed,Not Applicable,N/A,90.4,3036.35
1266-NZYUI,51-65,6264,Stayed,Not Applicable,N/A,66.85,5813.6
8595-SIZNC,Over 65,2628,Stayed,Not Applicable,N/A,25.6,884.74
1268-ASBGA,Over 65,5769,Churned,Dissatisfaction,Limited range of services,85.35,1534.03
8746-BFOAJ,Over 65,5766,Stayed,Not Applicable,N/A,20.5,917.38
8849-GYOKR,51-65,4893,Churned,Dissatisfaction,Product dissatisfaction,106.55,6240.12
1270-XKUCC,20-35,5045,Stayed,Not Applicable,N/A,19.7,934.96
8859-YSTWS,36-50,4254,Stayed,Not Applicable,N/A,19.95,1533.46
8884-FEEWR,20-35,2858,Stayed,Not Applicable,N/A,20.6,2224.7
1271-UODNO,51-65,2380,Stayed,Not Applicable,N/A,53.85,2364.64
8884-MRNSU,51-65,3526,Stayed,Not Applicable,N/A,19.9,579.48
1272-ILHFG,36-50,5928,Stayed,Not Applicable,N/A,19.65,591.85
8966-OIQHG,36-50,2258,Stayed,Not Applicable,N/A,20.75,1450.05
1273-MTETI,Over 65,2754,Churned,Other,Don't know,88.85,423.89
9040-KZVWO,51-65,5184,Stayed,Not Applicable,N/A,75.5,3048.48
9067-SQTNS,36-50,2471,Stayed,Not Applicable,N/A,20.6,2463.36
1285-OKIPP,51-65,3394,Churned,Attitude,Attitude of support person,79.9,103.1
9086-YJYXS,20-35,3997,Stayed,Not Applicable,N/A,77.2,2937.06
1291-CUOCY,51-65,5444,Stayed,Not Applicable,N/A,110.6,8273.24
9138-EFSMO,51-65,4237,Stayed,Not Applicable,N/A,78.95,2662.67
1293-BSEUN,51-65,4528,Stayed,Not Applicable,N/A,20.7,1979.1
9254-RBFON,36-50,5160,Churned,Competitor,Competitor had better devices,98.6,1796.75
1293-HHSHJ,51-65,5707,Stayed,Not Applicable,N/A,21.1,1558.72
9705-ZJBCG,51-65,4977,Stayed,Not Applicable,N/A,54.15,956.24
1297-VQDRP,Over 65,4324,Stayed,Not Applicable,N/A,107.15,9613.28
9746-UGFAC,36-50,3171,Stayed,Not Applicable,N/A,20.85,676.15
1298-PHBTI,36-50,5952,Stayed,Not Applicable,N/A,84.8,8542.97
9894-QMIMJ,51-65,2499,Stayed,Not Applicable,N/A,55.8,1535.77
1299-AURJA,36-50,5907,Stayed,Not Applicable,N/A,24.7,3809
